Gene name	baseMean	log2FoldChange	lfcSE	pvalue	padj	Gene type
HMOX1	16880.3605603616	8.74797310492325	0.0956602364388043	0.0	0.0	protein_coding
RBPMS2	317.415625743313	7.83896499239991	0.461917624322646	1.02458853437732e-63	1.55389069691576e-62	protein_coding
MAP1A	3009.58944157112	7.66578624497976	0.146527173300672	0.0	0.0	protein_coding
MMP13	265.317244174516	7.44198384891793	0.44846001189187	5.07956029486729e-61	7.36828919085167e-60	protein_coding
IGFL1P1	235.583999633232	6.57498529414209	0.358425573193635	1.4949966794793301e-74	2.6672153357198902e-73	unprocessed_pseudogene
LINC01564	265.775258253119	6.16791592963738	0.298254139474203	1.98193800811837e-94	4.61528791243022e-93	lncRNA
NMRAL2P	225.713737616618	6.15443577316909	0.324607142608989	5.05458745272623e-80	9.74696531947837e-79	transcribed_unprocessed_pseudogene
CYP4F11	377.488858760429	6.10938359243113	0.246476123019797	1.7237448133141e-135	6.444985145226209e-134	protein_coding
IGFL2-AS1	1810.28699978661	6.05900098051855	0.121143486268782	0.0	0.0	lncRNA
MT1X	741.086009650587	6.05603435722471	0.176376810017215	3.2516514987988696e-258	2.85565580076686e-256	protein_coding
NDRG1	67721.6177205076	5.95868153802773	0.051850839598266	0.0	0.0	protein_coding
ABCC2	488.861175681373	5.83823024703874	0.521020564427782	1.91246652240074e-30	1.45168061857809e-29	protein_coding
PFKFB4	2118.74250452563	5.46463708035437	0.0977063069755357	0.0	0.0	protein_coding
ADM	1424.95999015821	5.40215705011799	0.112206607744268	0.0	0.0	protein_coding
AKR1C1	1731.85048916718	5.27680213111718	0.101906198191096	0.0	0.0	protein_coding
OSGIN1	2576.10937768154	5.21247307846643	0.0831894171414172	0.0	0.0	protein_coding
PFKFB3	8682.93524416769	5.17253384066442	0.0592182925763088	0.0	0.0	protein_coding
UCA1	1777.64597529398	5.11676643889451	0.0936443108512778	0.0	0.0	lncRNA
AKR1C2	427.43649855987	5.08722770674902	0.176995408776085	3.47330049575672e-182	1.8344532082250801e-180	protein_coding
FAM219A	1919.4674442196	5.08349389142489	0.0922859002974348	0.0	0.0	protein_coding
SDCBP2	2036.83425964543	5.06982730319833	0.0945599081252567	0.0	0.0	protein_coding
SQSTM1	44318.8614628091	4.90364746118246	0.0411359398337175	0.0	0.0	protein_coding
ENO2	5251.11047246196	4.85818566999031	0.0620512714436767	0.0	0.0	protein_coding
GABARAPL1	4695.02169546384	4.70797182650272	0.0639281775705412	0.0	0.0	protein_coding
EGF	296.841366662345	4.70197201477871	0.194558234537387	3.3569731995394e-130	1.19594809363465e-128	protein_coding
INSIG1	15109.3564117203	4.631755072813	0.0655093688367512	0.0	0.0	protein_coding
BHLHE40	2631.69766119234	4.58755264352999	0.0721004825757757	0.0	0.0	protein_coding
HK2	7133.87713197943	4.50136603689299	0.053551057332108	0.0	0.0	protein_coding
MT2A	2735.21487082108	4.4903557131538	0.0812659195465975	0.0	0.0	protein_coding
APOL2	2307.47536740726	4.46805938832967	0.0772776355820204	0.0	0.0	protein_coding
GPX3	3211.70108098052	4.39796538842744	0.0680040708902245	0.0	0.0	protein_coding
ABHD4	1570.38880440461	4.34379096387233	0.0869846235535264	0.0	0.0	protein_coding
ABCB6	258.444998553881	4.25256981504233	0.187987308971864	6.706589375404801e-114	1.99158456183384e-112	protein_coding
LUCAT1	317.277204964153	4.24315144136478	0.1675243684449	6.29996635442729e-142	2.4653650718240697e-140	lncRNA
GLA	4167.52733223753	4.20057224399797	0.0601583151864216	0.0	0.0	protein_coding
HMGCS1	16124.2840376194	4.19762313518527	0.0514275475127291	0.0	0.0	protein_coding
MRNIP	3126.48168144182	4.17179019735498	0.073376219348919	0.0	0.0	protein_coding
CYP4F3	285.399007926169	4.17025849053198	0.174461230339721	6.75869078813907e-127	2.32733154829263e-125	protein_coding
GCLM	4247.1551775346	4.05697707857671	0.061498539850535	0.0	0.0	protein_coding
APOL1	3085.6930078198	4.03943221637294	0.0745612930747404	0.0	0.0	protein_coding
EGLN3	2285.09544629182	3.97492753658251	0.071313698284427	0.0	0.0	protein_coding
UFD1	7029.94436935763	3.89453547597772	0.0507281052546796	0.0	0.0	protein_coding
TLR6	248.796304962998	3.86865369083904	0.176157650758633	6.45393621426206e-108	1.79207459243566e-106	protein_coding
LPIN1	2098.18253499421	3.81183984648991	0.0742736689418756	0.0	0.0	protein_coding
CTSL	486.942660808443	3.80685900870792	0.128159127233487	3.28203849043675e-194	1.8778895988968597e-192	protein_coding
FTL	145679.760057509	3.80487008646062	0.0415130330740592	0.0	0.0	protein_coding
GBE1	945.573294452383	3.79862777548793	0.0957812982205859	0.0	0.0	protein_coding
UNKL	1490.90182577039	3.79380431056753	0.0786833565220119	0.0	0.0	protein_coding
